application_number,sponsor_name,brand_name,generic_name,submission_type,submission_number,submission_status,submission_status_date,review_priority,submission_class_code_description,application_type
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,163,AP,2001-10-30,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,6,AP,1984-11-19,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,77,AP,1970-11-05,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,91,AP,1971-08-25,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,102,AP,1972-04-10,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,155,AP,1981-09-17,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,16,AP,1965-06-07,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,30,AP,1967-04-14,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,69,AP,1970-03-11,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,83,AP,1971-06-01,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,147,AP,1979-03-22,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,161,AP,1987-04-04,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,22,AP,1965-09-29,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,4,AP,1982-11-15,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,75,AP,1970-08-06,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,100,AP,1972-02-09,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,139,AP,1976-12-07,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,14,AP,1993-01-15,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,153,AP,1980-10-09,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,67,AP,1969-06-27,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,81,AP,1971-02-16,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,145,AP,1979-02-27,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,2,AP,1982-10-20,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,20,AP,1965-09-01,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,73,AP,1970-06-30,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,12,AP,1998-10-28,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,137,AP,1976-07-26,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,151,AP,1980-07-30,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,65,AP,1969-06-03,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,129,AP,1974-11-19,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,143,AP,1978-06-26,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,57,AP,1968-07-24,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,71,AP,1970-04-14,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,135,AP,1975-12-02,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,49,AP,1968-03-22,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,63,AP,1969-03-04,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,127,AP,1974-08-09,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,141,AP,1977-03-29,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,55,AP,1968-06-04,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,119,AP,1973-12-07,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,133,AP,1975-07-03,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,47,AP,1968-03-12,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,61,AP,1969-03-04,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,125,AP,1974-06-17,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,39,AP,1967-12-26,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,53,AP,1968-04-24,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,117,AP,1973-05-07,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,184,AP,2018-04-01,STANDARD,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,45,AP,1968-01-30,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,98,AP,1972-01-25,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,109,AP,1972-10-02,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,123,AP,1974-04-24,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,37,AP,1967-08-09,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,51,AP,1968-04-03,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,115,AP,1973-02-02,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,43,AP,1968-01-23,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,96,AP,1971-12-06,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,107,AP,1972-08-11,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,121,AP,1974-01-29,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,35,AP,1967-07-14,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,88,AP,1971-08-05,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,113,AP,1972-11-24,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,180,AP,2016-11-08,STANDARD,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,27,AP,1967-12-26,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,41,AP,1967-12-26,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,9,AP,1986-06-04,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,94,AP,1971-11-03,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,ORIG,1,AP,1964-12-29,UNKNOWN,,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,105,AP,1972-06-20,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,158,AP,1982-09-08,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,172,AP,2008-02-27,STANDARD,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,19,AP,1965-08-31,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,33,AP,1967-04-26,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,86,AP,1971-08-04,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,111,AP,1972-10-11,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,164,AP,2002-10-17,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,25,AP,1966-10-31,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,7,AP,1985-06-03,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,78,AP,1970-12-10,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,92,AP,1971-10-04,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,103,AP,1972-05-04,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,17,AP,1965-10-06,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,31,AP,1967-04-17,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,84,AP,1971-04-29,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,148,AP,1979-06-20,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,162,AP,2000-04-03,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,23,AP,1966-01-14,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,5,AP,1982-11-23,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,76,AP,1970-10-29,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,90,AP,1971-08-19,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,101,AP,1972-03-06,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,15,AP,1965-04-14,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,154,AP,1980-12-09,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,82,AP,1971-02-19,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,146,AP,1979-02-27,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,21,AP,1965-11-10,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,3,AP,1982-10-28,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,74,AP,1970-07-08,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,13,AP,1991-08-29,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,138,AP,1976-08-10,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,152,AP,1980-09-09,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,66,AP,1969-06-27,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,80,AP,1971-01-19,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,1,AP,1982-10-10,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,144,AP,1978-07-10,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,72,AP,1970-04-21,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,11,AP,1990-03-22,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,136,AP,1975-12-29,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,150,AP,1980-04-30,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,64,AP,1969-04-10,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,128,AP,1974-08-26,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,142,AP,1977-06-24,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,56,AP,1968-06-11,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,70,AP,1970-04-02,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,134,AP,1975-10-09,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,187,AP,2022-04-11,STANDARD,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,48,AP,1968-03-08,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,62,AP,1969-03-04,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,126,AP,1974-08-09,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,140,AP,1978-02-27,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,179,AP,2016-11-08,STANDARD,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,54,AP,1968-05-27,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,118,AP,1973-07-13,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,132,AP,1975-05-30,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,46,AP,1968-02-27,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,99,AP,1972-01-31,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,124,AP,1974-06-06,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,177,AP,2014-10-15,STANDARD,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,38,AP,1967-12-08,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,52,AP,1968-04-10,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,116,AP,1973-03-06,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,130,AP,1974-11-19,,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,183,AP,2018-11-16,STANDARD,Labeling,NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,44,AP,1968-01-23,,Manufacturing (CMC),NDA
NDA050317,PFIZER,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,SUPPL,97,AP,1971-12-16,,Manufacturing (CMC),NDA
NDA011960,ASTELLAS,ARISTOCORT,TRIAMCINOLONE DIACETATE,SUPPL,13,AP,1992-02-06,STANDARD,Manufacturing (CMC),NDA
NDA011960,ASTELLAS,ARISTOCORT,TRIAMCINOLONE DIACETATE,SUPPL,11,AP,1979-02-26,STANDARD,Manufacturing (CMC),NDA
NDA011960,ASTELLAS,ARISTOCORT,TRIAMCINOLONE DIACETATE,SUPPL,12,AP,1993-11-02,STANDARD,Labeling,NDA
NDA011960,ASTELLAS,ARISTOCORT,TRIAMCINOLONE DIACETATE,ORIG,1,AP,1959-09-02,STANDARD,Type 3 - New Dosage Form,NDA
NDA012283,SANOFI AVENTIS US,HYGROTON,CHLORTHALIDONE,ORIG,1,AP,1960-04-07,PRIORITY,Type 1 - New Molecular Entity,NDA
ANDA065139,FOUGERA PHARMS,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,SUPPL,9,AP,2023-02-08,STANDARD,Labeling,ANDA
ANDA065139,FOUGERA PHARMS,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,SUPPL,12,AP,2023-02-08,STANDARD,Labeling,ANDA
ANDA065139,FOUGERA PHARMS,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,SUPPL,10,AP,2023-02-08,STANDARD,Labeling,ANDA
ANDA065139,FOUGERA PHARMS,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,ORIG,1,AP,2004-12-27,,,ANDA
ANDA065139,FOUGERA PHARMS,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,SUPPL,8,AP,2023-02-08,STANDARD,Labeling,ANDA
ANDA065403,ACS DOBFAR,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM,SUPPL,16,AP,2024-09-27,STANDARD,Labeling,ANDA
ANDA065403,ACS DOBFAR,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM,SUPPL,8,AP,2015-11-24,STANDARD,Labeling,ANDA
ANDA065403,ACS DOBFAR,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM,SUPPL,20,AP,2025-07-23,STANDARD,Labeling,ANDA
ANDA065403,ACS DOBFAR,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM,SUPPL,6,AP,2013-02-21,STANDARD,Labeling,ANDA
ANDA065403,ACS DOBFAR,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM,SUPPL,2,AP,2013-02-21,,Labeling,ANDA
ANDA065403,ACS DOBFAR,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM,SUPPL,19,AP,2024-09-27,STANDARD,Labeling,ANDA
ANDA065403,ACS DOBFAR,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM,SUPPL,7,AP,2015-11-24,STANDARD,Labeling,ANDA
ANDA065403,ACS DOBFAR,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM,SUPPL,13,AP,2024-09-27,STANDARD,Labeling,ANDA
ANDA065403,ACS DOBFAR,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM,ORIG,1,AP,2009-12-23,,,ANDA
ANDA065403,ACS DOBFAR,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM,SUPPL,11,AP,2024-09-27,STANDARD,Labeling,ANDA
ANDA063293,TELIGENT,CEFOTAN,CEFOTETAN DISODIUM,ORIG,1,AP,1993-04-29,,,ANDA
ANDA063293,TELIGENT,CEFOTAN,CEFOTETAN DISODIUM,SUPPL,3,AP,1994-10-11,,Manufacturing (CMC),ANDA
ANDA063293,TELIGENT,CEFOTAN,CEFOTETAN DISODIUM,SUPPL,1,AP,1993-05-28,,Manufacturing (CMC),ANDA
ANDA063293,TELIGENT,CEFOTAN,CEFOTETAN DISODIUM,SUPPL,4,AP,1996-08-06,,Labeling,ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,12,AP,1989-05-08,,Manufacturing (CMC),ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,10,AP,1988-06-03,,Manufacturing (CMC),ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,ORIG,1,AP,1986-05-13,,,ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,39,AP,2008-07-14,,Labeling,ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,9,AP,1988-06-03,,Manufacturing (CMC),ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,7,AP,1988-03-25,,Manufacturing (CMC),ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,27,AP,2001-04-25,,Manufacturing (CMC),ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,5,AP,1987-12-22,,Manufacturing (CMC),ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,19,AP,1991-06-21,,Labeling,ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,15,AP,1991-08-07,,Manufacturing (CMC),ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,13,AP,1989-05-08,,Labeling,ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,11,AP,1989-05-08,,Labeling,ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,52,AP,2015-05-18,STANDARD,Labeling,ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,28,AP,2002-06-27,,Labeling,ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,6,AP,1987-12-22,,Manufacturing (CMC),ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,26,AP,1999-10-28,,Labeling,ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,18,AP,1991-03-21,,Labeling,ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,32,AP,2005-05-03,,Labeling,ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,24,AP,1998-09-08,,Labeling,ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,16,AP,1991-01-28,,Manufacturing (CMC),ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,22,AP,1993-02-18,,Labeling,ANDA
ANDA070178,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,SUPPL,14,AP,1990-06-29,,Manufacturing (CMC),ANDA
ANDA075927,AMNEAL PHARMS NY,NAPROXEN,NAPROXEN,SUPPL,43,AP,2025-03-13,STANDARD,Labeling,ANDA
ANDA075927,AMNEAL PHARMS NY,NAPROXEN,NAPROXEN,SUPPL,35,AP,2025-03-13,STANDARD,Labeling,ANDA
ANDA075927,AMNEAL PHARMS NY,NAPROXEN,NAPROXEN,SUPPL,1,AP,2002-11-20,,Manufacturing (CMC),ANDA
ANDA075927,AMNEAL PHARMS NY,NAPROXEN,NAPROXEN,SUPPL,27,AP,2019-11-22,STANDARD,Labeling,ANDA
ANDA075927,AMNEAL PHARMS NY,NAPROXEN,NAPROXEN,SUPPL,25,AP,2019-11-22,STANDARD,Labeling,ANDA
ANDA075927,AMNEAL PHARMS NY,NAPROXEN,NAPROXEN,SUPPL,31,AP,2019-11-22,STANDARD,Labeling,ANDA
ANDA075927,AMNEAL PHARMS NY,NAPROXEN,NAPROXEN,SUPPL,21,AP,2014-11-02,STANDARD,Labeling,ANDA
ANDA075927,AMNEAL PHARMS NY,NAPROXEN,NAPROXEN,SUPPL,11,AP,2007-10-16,,Labeling,ANDA
