application_number,sponsor_name,brand_name,generic_name,submission_type,submission_number,submission_status,submission_status_date,review_priority,submission_class_code_description,application_type,generic_name_clean,brand_name_clean,is_orphan,has_ncd,ncd_category,nadac_per_unit,is_brand,has_nadac_price,launch_price,is_priority_review,is_standard_review,is_nda,is_bla,is_anda,is_new_molecular_entity,is_new_indication,approval_year,approval_month,approval_quarter,regulatory_advantage_score,likely_accelerated,therapeutic_area,therapeutic_area_encoded,is_high_value_area,is_complex_dosage,is_oral_simple,is_biologic,log_launch_price,price_tier,market_size_proxy,month_sin,month_cos,years_since_2010,is_q4_approval,is_election_year,coverage_difficulty_score,target_high_barrier
NDA017698,HOSPIRA,STERILE UREA,UREA,ORIG,1,AP,1976-12-22,STANDARD,Type 6 - New Indication (no longer used),NDA,urea,sterile urea,False,False,,,,False,,False,True,True,False,False,False,True,1976,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-34,1,0,0.3333333333333333,0
ANDA078629,HIKMA FARMACEUTICA,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,ORIG,1,AP,2009-12-23,,,ANDA,granisetron hydrochloride,granisetron hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2009,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-1,1,0,0.3333333333333333,0
ANDA078936,MYLAN,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,ORIG,1,AP,2015-08-03,,,ANDA,esomeprazole magnesium,esomeprazole magnesium,False,False,,,,False,,False,False,False,False,True,False,False,2015,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,5,0,0,0.3333333333333333,0
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,ORIG,1,AP,1976-11-12,,,ANDA,prednisone,prednisone,False,False,,,,False,,False,False,False,False,True,False,False,1976,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,-34,1,0,0.3333333333333333,0
ANDA085638,SCHERER LABS,"CODEINE, ASPIRIN, APAP FORMULA NO. 4",ACETAMINOPHEN,ORIG,1,AP,1978-05-10,,,ANDA,acetaminophen,"codeine, aspirin, apap formula no. 4",False,False,,,,False,,False,False,False,False,True,False,False,1978,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-32,0,0,0.3333333333333333,0
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,ORIG,1,AP,1979-05-11,,,ANDA,acetaminophen,acetaminophen and codeine phosphate,False,False,,,,False,,False,False,False,False,True,False,False,1979,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-31,0,0,0.3333333333333333,0
ANDA090239,JUBILANT CADISTA,OXCARBAZEPINE,OXCARBAZEPINE,ORIG,1,AP,2010-01-25,,,ANDA,oxcarbazepine,oxcarbazepine,False,False,,,,False,,False,False,False,False,True,False,False,2010,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,0,0,0,0.3333333333333333,0
NDA018763,TARO,TOPICORT,DESOXIMETASONE,ORIG,1,AP,1983-10-03,STANDARD,Type 3 - New Dosage Form,NDA,desoximetasone,topicort,False,False,,,,False,,False,True,True,False,False,False,False,1983,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,-27,1,0,0.3333333333333333,0
ANDA090879,ORBION PHARMS,RIVASTIGMINE TARTRATE,RIVASTIGMINE TARTRATE,ORIG,1,AP,2015-06-10,,,ANDA,rivastigmine tartrate,rivastigmine tartrate,False,False,,,,False,,False,False,False,False,True,False,False,2015,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,5,0,0,0.3333333333333333,0
ANDA087223,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,ORIG,1,AP,1981-06-12,,,ANDA,phentermine hydrochloride,phentermine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1981,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,-29,0,0,0.3333333333333333,0
ANDA087644,DOW PHARM,NUTRACORT,HYDROCORTISONE,ORIG,1,AP,1982-08-24,,,ANDA,hydrocortisone,nutracort,False,False,,,,False,,False,False,False,False,True,False,False,1982,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,-28,0,0,0.3333333333333333,0
ANDA088008,PHARMOBEDIENT,HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,HOMATROPINE METHYLBROMIDE,ORIG,1,AP,1983-03-03,,,ANDA,homatropine methylbromide,hydrocodone bitartrate and homatropine methylbromide,False,False,,,,False,,False,False,False,False,True,False,False,1983,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,-27,0,0,0.3333333333333333,0
ANDA088330,HOSPIRA,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,ORIG,1,AP,1984-05-17,,,ANDA,lidocaine hydrochloride,lidocaine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1984,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-26,0,0,0.3333333333333333,0
ANDA088969,DURAMED PHARMS BARR,TRIFLUOPERAZINE HYDROCHLORIDE,TRIFLUOPERAZINE HYDROCHLORIDE,ORIG,1,AP,1985-04-23,,,ANDA,trifluoperazine hydrochloride,trifluoperazine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1985,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,-25,0,0,0.3333333333333333,0
ANDA089775,ROXANE,ROXICET 5/500,ACETAMINOPHEN,ORIG,1,AP,1989-01-12,,,ANDA,acetaminophen,roxicet 5/500,False,False,,,,False,,False,False,False,False,True,False,False,1989,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,-21,0,0,0.3333333333333333,0
NDA018843,GRAHAM DM,PSEUDOEPHEDRINE HYDROCHLORIDE AND CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,ORIG,1,AP,1985-03-18,STANDARD,Type 5 - New Formulation or New Manufacturer,NDA,chlorpheniramine maleate,pseudoephedrine hydrochloride and chlorpheniramine maleate,False,False,,,,False,,False,True,True,False,False,False,False,1985,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,-25,0,0,0.3333333333333333,0
ANDA091563,CHARTWELL MOLECULES,DISULFIRAM,DISULFIRAM,ORIG,1,AP,2012-12-31,,,ANDA,disulfiram,disulfiram,False,False,,,,False,,False,False,False,False,True,False,False,2012,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,2,1,1,0.3333333333333333,0
ANDA200146,HLTHCARE,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,ORIG,1,AP,2012-07-18,,Not Applicable,ANDA,doxorubicin hydrochloride,doxorubicin hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2012,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,2,0,1,0.3333333333333333,0
ANDA200936,AMNEAL,DICLOFENAC SODIUM,DICLOFENAC SODIUM,ORIG,1,AP,2013-10-28,,Not Applicable,ANDA,diclofenac sodium,diclofenac sodium,False,False,,,,False,,False,False,False,False,True,False,False,2013,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,3,1,0,0.3333333333333333,0
ANDA201783,AVET LIFESCIENCES,ZOLEDRONIC ACID,ZOLEDRONIC ACID,ORIG,1,AP,2013-03-12,,Not Applicable,ANDA,zoledronic acid,zoledronic acid,False,False,,,,False,,False,False,False,False,True,False,False,2013,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,3,0,0,0.3333333333333333,0
ANDA202242,RISING,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,ORIG,1,AP,2014-04-11,,,ANDA,lidocaine hydrochloride,lidocaine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2014,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,4,0,0,0.3333333333333333,0
ANDA202583,RISING,CROMOLYN SODIUM,CROMOLYN SODIUM,ORIG,1,AP,2011-10-27,,,ANDA,cromolyn sodium,cromolyn sodium,False,False,,,,False,,False,False,False,False,True,False,False,2011,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,1,1,0,0.3333333333333333,0
ANDA202940,PHARM ASSOC,"BROMPHENIRAMINE MALEATE, PSEUDOEPHEDRINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE",BROMPHENIRAMINE MALEATE,ORIG,1,AP,2014-07-21,,,ANDA,brompheniramine maleate,"brompheniramine maleate, pseudoephedrine hydrochloride and dextromethorphan hydrobromide",False,False,,,,False,,False,False,False,False,True,False,False,2014,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,4,0,0,0.3333333333333333,0
ANDA203323,SAGENT PHARMS INC,AMIKACIN SULFATE,AMIKACIN SULFATE,ORIG,1,AP,2016-05-12,STANDARD,,ANDA,amikacin sulfate,amikacin sulfate,False,False,,,,False,,False,True,False,False,True,False,False,2016,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,6,0,1,0.3333333333333333,0
ANDA203708,AUROBINDO PHARMA LTD,OLANZAPINE,OLANZAPINE,ORIG,1,AP,2014-05-15,,,ANDA,olanzapine,olanzapine,False,False,,,,False,,False,False,False,False,True,False,False,2014,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,4,0,0,0.3333333333333333,0
ANDA204071,NUVO PHARMS INC,SODIUM POLYSTYRENE SULFONATE,SODIUM POLYSTYRENE SULFONATE,ORIG,1,AP,2014-11-28,,,ANDA,sodium polystyrene sulfonate,sodium polystyrene sulfonate,False,False,,,,False,,False,False,False,False,True,False,False,2014,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,4,1,0,0.3333333333333333,0
ANDA204467,REGCON HOLDINGS,ALLOPURINOL,ALLOPURINOL,ORIG,1,AP,2016-07-28,,,ANDA,allopurinol,allopurinol,False,False,,,,False,,False,False,False,False,True,False,False,2016,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,6,0,1,0.3333333333333333,0
NDA204820,HIKMA INTL PHARMS,MITIGARE,COLCHICINE,ORIG,1,AP,2014-09-26,STANDARD,Type 3 - New Dosage Form,NDA,colchicine,mitigare,False,False,,,,False,,False,True,True,False,False,False,False,2014,9,3,0,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,4,0,0,0.3333333333333333,0
ANDA205228,ZYDUS PHARMS,TRANEXAMIC ACID,TRANEXAMIC ACID,ORIG,1,AP,2017-07-17,STANDARD,,ANDA,tranexamic acid,tranexamic acid,False,False,,,,False,,False,True,False,False,True,False,False,2017,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,7,0,0,0.3333333333333333,0
ANDA206420,RHODES PHARMS,MORPHINE SULFATE,MORPHINE SULFATE,ORIG,1,AP,2016-07-12,STANDARD,,ANDA,morphine sulfate,morphine sulfate,False,False,,,,False,,False,True,False,False,True,False,False,2016,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,6,0,1,0.3333333333333333,0
ANDA205659,PADAGIS ISRAEL,ACYCLOVIR,ACYCLOVIR,ORIG,1,AP,2019-02-20,STANDARD,,ANDA,acyclovir,acyclovir,False,False,,,,False,,False,True,False,False,True,False,False,2019,2,1,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844386,0.5000000000000001,9,0,0,0.3333333333333333,0
ANDA206021,HEC PHARM,PRASUGREL,PRASUGREL HYDROCHLORIDE,ORIG,1,AP,2019-01-16,STANDARD,,ANDA,prasugrel hydrochloride,prasugrel,False,False,,,,False,,False,True,False,False,True,False,False,2019,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,9,0,0,0.3333333333333333,0
NDA207202,OTSUKA,ABILIFY MYCITE KIT,ARIPIPRAZOLE,ORIG,1,AP,2017-11-13,STANDARD,Type 4 - New Combination,NDA,aripiprazole,abilify mycite kit,False,False,,,,False,,False,True,True,False,False,False,False,2017,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,7,1,0,0.3333333333333333,0
ANDA206836,ACTAVIS LABS FL INC,DALFAMPRIDINE,DALFAMPRIDINE,ORIG,1,AP,2017-01-23,STANDARD,,ANDA,dalfampridine,dalfampridine,False,False,,,,False,,False,True,False,False,True,False,False,2017,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,7,0,0,0.3333333333333333,0
ANDA207575,SHILPA,GEMCITABINE HYDROCHLORIDE,GEMCITABINE HYDROCHLORIDE,ORIG,1,AP,2019-02-22,STANDARD,,ANDA,gemcitabine hydrochloride,gemcitabine hydrochloride,False,False,,,,False,,False,True,False,False,True,False,False,2019,2,1,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844386,0.5000000000000001,9,0,0,0.3333333333333333,0
NDA207986,ALK ABELLO,OTIPRIO,CIPROFLOXACIN,ORIG,1,AP,2015-12-10,STANDARD,Type 5 - New Formulation or New Manufacturer,NDA,ciprofloxacin,otiprio,False,False,,,,False,,False,True,True,False,False,False,False,2015,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,5,1,0,0.3333333333333333,0
ANDA208355,AUROBINDO PHARMA LTD,DOLUTEGRAVIR SODIUM,DOLUTEGRAVIR SODIUM,ORIG,1,TA,2016-09-19,STANDARD,,ANDA,dolutegravir sodium,dolutegravir sodium,False,False,,,,False,,False,True,False,False,True,False,False,2016,9,3,0,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,6,0,1,0.3333333333333333,0
NDA208715,SANDOZ,CABAZITAXEL,CABAZITAXEL,ORIG,1,TA,2023-10-27,STANDARD,Type 3 - New Dosage Form,NDA,cabazitaxel,cabazitaxel,False,False,,,,False,,False,True,True,False,False,False,False,2023,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,13,1,0,0.3333333333333333,0
NDA209080,ITALFARMACO SA,TIGLUTIK KIT,RILUZOLE,ORIG,1,AP,2018-09-05,STANDARD,Type 3 - New Dosage Form,NDA,riluzole,tiglutik kit,False,False,,,,False,,False,True,True,False,False,False,False,2018,9,3,0,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,8,0,0,0.3333333333333333,0
NDA019963,VALEANT PHARMS NORTH,RENOVA,TRETINOIN,ORIG,1,AP,1995-12-29,STANDARD,Type 3 - New Dosage Form,NDA,tretinoin,renova,False,False,,,,False,,False,True,True,False,False,False,False,1995,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-15,1,0,0.3333333333333333,0
NDA009165,ENDO PHARMS,DELATESTRYL,TESTOSTERONE ENANTHATE,ORIG,1,AP,1953-12-24,PRIORITY,Type 2 - New Active Ingredient,NDA,testosterone enanthate,delatestryl,False,False,,,,False,,True,False,True,False,False,False,False,1953,12,4,1,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-57,1,0,0.0,0
NDA020055,SANOFI AVENTIS US,GLYBURIDE (MICRONIZED),GLYBURIDE,ORIG,1,AP,1992-04-17,STANDARD,Type 3 - New Dosage Form,NDA,glyburide,glyburide (micronized),False,False,,,,False,,False,True,True,False,False,False,False,1992,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,-18,0,0,0.3333333333333333,0
ANDA210466,SUN PHARM,DOFETILIDE,DOFETILIDE,ORIG,1,AP,2018-10-09,STANDARD,,ANDA,dofetilide,dofetilide,False,False,,,,False,,False,True,False,False,True,False,False,2018,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,8,1,0,0.3333333333333333,0
ANDA210805,MSN LABORATORIES PRIVATE LTD,LEVOMILNACIPRAN,LEVOMILNACIPRAN,ORIG,1,TA,2020-06-01,STANDARD,,ANDA,levomilnacipran,levomilnacipran,False,False,,,,False,,False,True,False,False,True,False,False,2020,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,10,0,1,0.3333333333333333,0
ANDA211151,AJANTA PHARMA LTD,ACETAZOLAMIDE,ACETAZOLAMIDE,ORIG,1,AP,2023-09-11,STANDARD,,ANDA,acetazolamide,acetazolamide,False,False,,,,False,,False,True,False,False,True,False,False,2023,9,3,0,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,13,0,0,0.3333333333333333,0
ANDA211505,TEVA PHARMS USA,DIVALPROEX SODIUM,DIVALPROEX SODIUM,ORIG,1,AP,2020-11-17,STANDARD,,ANDA,divalproex sodium,divalproex sodium,False,False,,,,False,,False,True,False,False,True,False,False,2020,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,10,1,1,0.3333333333333333,0
ANDA211832,TWI PHARMS,TERBUTALINE SULFATE,TERBUTALINE SULFATE,ORIG,1,AP,2020-06-19,STANDARD,,ANDA,terbutaline sulfate,terbutaline sulfate,False,False,,,,False,,False,True,False,False,True,False,False,2020,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,10,0,1,0.3333333333333333,0
ANDA212930,ACCORD HLTHCARE,RANOLAZINE,RANOLAZINE,ORIG,1,AP,2021-05-18,STANDARD,,ANDA,ranolazine,ranolazine,False,False,,,,False,,False,True,False,False,True,False,False,2021,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,11,0,0,0.3333333333333333,0
NDA212205,CIPLA LIMITED,,,ORIG,1,TA,2025-03-13,STANDARD,Type 4 - New Combination,NDA,,,False,False,,,,False,,False,True,True,False,False,False,False,2025,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,15,0,0,0.3333333333333333,0
ANDA212561,YICHANG HUMANWELL,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,ORIG,1,AP,2019-09-30,STANDARD,,ANDA,potassium chloride,potassium chloride,False,False,,,,False,,False,True,False,False,True,False,False,2019,9,3,0,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,9,0,0,0.3333333333333333,0
ANDA213318,CAPLIN,PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,ORIG,1,AP,2020-06-11,STANDARD,,ANDA,phenylephrine hydrochloride,phenylephrine hydrochloride,False,False,,,,False,,False,True,False,False,True,False,False,2020,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,10,0,1,0.3333333333333333,0
ANDA213693,GLENMARK PHARMS INC,ACETYLCYSTEINE,ACETYLCYSTEINE,ORIG,1,AP,2022-02-03,STANDARD,,ANDA,acetylcysteine,acetylcysteine,False,False,,,,False,,False,True,False,False,True,False,False,2022,2,1,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844386,0.5000000000000001,12,0,0,0.3333333333333333,0
ANDA214131,ZYDUS PHARMS,LUBIPROSTONE,LUBIPROSTONE,ORIG,1,AP,2023-03-23,STANDARD,,ANDA,lubiprostone,lubiprostone,False,False,,,,False,,False,True,False,False,True,False,False,2023,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,13,0,0,0.3333333333333333,0
ANDA214547,NORWICH,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,ORIG,1,AP,2023-08-25,STANDARD,,ANDA,lisdexamfetamine dimesylate,lisdexamfetamine dimesylate,False,False,,,,False,,False,True,False,False,True,False,False,2023,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,13,0,0,0.3333333333333333,0
NDA214965,HARROW EYE,VERKAZIA,CYCLOSPORINE,ORIG,1,AP,2021-06-23,STANDARD,Type 5 - New Formulation or New Manufacturer,NDA,cyclosporine,verkazia,False,False,,,,False,,False,True,True,False,False,False,False,2021,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,11,0,0,0.3333333333333333,0
ANDA215404,FRESENIUS KABI USA,ACYCLOVIR SODIUM,ACYCLOVIR SODIUM,ORIG,1,AP,2024-06-25,STANDARD,,ANDA,acyclovir sodium,acyclovir sodium,False,False,,,,False,,False,True,False,False,True,False,False,2024,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,14,0,1,0.3333333333333333,0
NDA215833,NOVARTIS,PLUVICTO,LUTETIUM LU-177 VIPIVOTIDE TETRAXETAN,ORIG,1,AP,2022-03-23,PRIORITY,Type 1 - New Molecular Entity,NDA,lutetium lu-177 vipivotide tetraxetan,pluvicto,False,False,,,,False,,True,False,True,False,False,True,False,2022,3,1,2,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,12,0,0,0.0,0
NDA216285,EXELTIS USA INC,DROSPIRENONE,DROSPIRENONE,ORIG,1,AP,2022-06-29,STANDARD,Type 3 - New Dosage Form,NDA,drospirenone,drospirenone,False,False,,,,False,,False,True,True,False,False,False,False,2022,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,12,0,0,0.3333333333333333,0
ANDA216724,THINQ PHARM-CRO PVT,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,ORIG,1,AP,2024-12-10,STANDARD,,ANDA,chlorpromazine hydrochloride,chlorpromazine hydrochloride,False,False,,,,False,,False,True,False,False,True,False,False,2024,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,14,1,1,0.3333333333333333,0
ANDA217181,ONESOURCE SPECIALTY,THIAMINE HYDROCHLORIDE,THIAMINE HYDROCHLORIDE,ORIG,1,AP,2024-10-29,STANDARD,,ANDA,thiamine hydrochloride,thiamine hydrochloride,False,False,,,,False,,False,True,False,False,True,False,False,2024,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,14,1,1,0.3333333333333333,0
ANDA217634,STRIDES PHARMA,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ORIG,1,AP,2023-12-21,STANDARD,,ANDA,atorvastatin calcium,atorvastatin calcium,False,False,,,,False,,False,True,False,False,True,False,False,2023,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,13,1,0,0.3333333333333333,0
ANDA218087,LUPIN LTD,LOTEPREDNOL ETABONATE,LOTEPREDNOL ETABONATE,ORIG,1,AP,2025-06-30,STANDARD,,ANDA,loteprednol etabonate,loteprednol etabonate,False,False,,,,False,,False,True,False,False,True,False,False,2025,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,15,0,0,0.3333333333333333,0
ANDA218620,DR REDDYS LABS SA,METYROSINE,METYROSINE,ORIG,1,AP,2025-04-09,STANDARD,,ANDA,metyrosine,metyrosine,False,False,,,,False,,False,True,False,False,True,False,False,2025,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,15,0,0,0.3333333333333333,0
NDA009659,PANRAY,HYDROCORTISONE,HYDROCORTISONE,ORIG,1,AP,1955-01-19,STANDARD,Type 5 - New Formulation or New Manufacturer,NDA,hydrocortisone,hydrocortisone,False,False,,,,False,,False,True,True,False,False,False,False,1955,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,-55,0,0,0.3333333333333333,0
NDA020855,BAXTER HLTHCARE,MESNEX,MESNA,ORIG,1,AP,2002-03-21,STANDARD,Type 3 - New Dosage Form,NDA,mesna,mesnex,False,False,,,,False,,False,True,True,False,False,False,False,2002,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,-8,0,0,0.3333333333333333,0
NDA020902,J AND J CONSUMER INC,PEPCID AC,FAMOTIDINE,ORIG,1,AP,1999-08-05,STANDARD,Type 3 - New Dosage Form,NDA,famotidine,pepcid ac,False,False,,,,False,,False,True,True,False,False,False,False,1999,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,-11,0,0,0.3333333333333333,0
NDA021235,LILLY,PROZAC WEEKLY,FLUOXETINE HYDROCHLORIDE,ORIG,1,AP,2001-02-26,STANDARD,Type 3 - New Dosage Form,NDA,fluoxetine hydrochloride,prozac weekly,False,False,,,,False,,False,True,True,False,False,False,False,2001,2,1,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844386,0.5000000000000001,-9,0,0,0.3333333333333333,0
NDA021563,SCHERING,CLARINEX,DESLORATADINE,ORIG,1,AP,2004-09-01,PRIORITY,Type 3 - New Dosage Form,NDA,desloratadine,clarinex,False,False,,,,False,,True,False,True,False,False,False,False,2004,9,3,1,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,-6,0,0,0.0,0
NDA021948,PFIZER,ERAXIS,ANIDULAFUNGIN,ORIG,1,AP,2006-02-17,PRIORITY,Type 6 - New Indication (no longer used),NDA,anidulafungin,eraxis,False,False,,,,False,,True,False,True,False,False,False,True,2006,2,1,1,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844386,0.5000000000000001,-4,0,0,0.0,0
NDA022312,APOTEX INC,DOCETAXEL,DOCETAXEL,ORIG,1,AP,2012-01-11,STANDARD,Type 5 - New Formulation or New Manufacturer,NDA,docetaxel,docetaxel,False,False,,,,False,,False,True,True,False,False,False,False,2012,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,2,0,1,0.3333333333333333,0
ANDA040110,HIKMA,MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE,ORIG,1,AP,1997-03-12,,,ANDA,meperidine hydrochloride,meperidine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1997,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,-13,0,0,0.3333333333333333,0
ANDA070506,HOSPIRA,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE,ORIG,1,AP,1989-06-22,,,ANDA,metoclopramide hydrochloride,metoclopramide hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1989,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,-21,0,0,0.3333333333333333,0
ANDA040416,UPSHER SMITH LABS,JANTOVEN,WARFARIN SODIUM,ORIG,1,AP,2003-10-02,,,ANDA,warfarin sodium,jantoven,False,False,,,,False,,False,False,False,False,True,False,False,2003,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,-7,1,0,0.3333333333333333,0
